ID,primary_source,archive_event_number,link_web,secondary_source,secondary_source_ID,secondary_source_web,host_com_orig ,host_sci_orig,host_com_res,host_sci_res,host_colloq,host_sci_spec_res,family,epidemiological_unit,number_cases,number_susceptible,number_tested,number_deaths,age,sex,country_iso3,country_name,subnational_administration,city,location_detail,date_confirmed,date_reported,date_published,related_to_other_entries,related_ID,test,sampling_type,test_2,sampling_type_2,test_3,sampling_type_3,negative_test,negative_sampling_type,negative_test_2,negative_sampling_type_2,reason_for_testing,symptoms,outcome,living_conditions,source_of_infection,variant,control_measures,original_source,link_original_source
FUR_149057_10,WAHIS,FUR_149057,https://wahis.woah.org/#/in-review/3449?reportId=149057&fromPage=event-dashboard-url,NA,NA,NA,tiger,Panthera tigris,tiger,Panthera tigris,tiger,Panthera tigris,Felidae,animal,1,2,NS,0,NS,NS,USA,United States,Indiana,NS,NA,2021-03-15,2021-03-22,2021-03-22,living together,FUR_38198_4,PCR,NS,gene sequencing,NS,NA,NA,NA,NA,NA,NA,confirmed animal case,unrelated symptoms,NS,zoo,animal,NS,isolation,Delegate of United States of America,NA
FUR_149057_11,WAHIS,FUR_149057,https://wahis.woah.org/#/in-review/3449?reportId=149057&fromPage=event-dashboard-url,NA,NA,NA,domestic dog,Canis lupus familiaris,dog,Canis lupus familiaris,dog,Canis lupus,Canidae,animal,1,3,NS,1,NS,NS,USA,United States,Connecticut,NS,NA,NS,2021-03-22,2021-03-22,new,NA,PCR,NS,gene sequencing,NS,NA,NA,NA,NA,NA,NA,NS,respiratory,death,pet,human,NS,euthanasia,Delegate of United States of America,NA
FUR_149057_12,WAHIS,FUR_149057,https://wahis.woah.org/#/in-review/3449?reportId=149057&fromPage=event-dashboard-url,NA,NA,NA,domestic cat,Felis catus,domestic cat,Felis catus,cat,Felis catus,Felidae,animal,1,2,NS,1,NS,NS,USA,United States,New Jersey,NS,NA,NS,2021-03-22,2021-03-22,new,NA,PCR,NS,gene sequencing,NS,NA,NA,NA,NA,NA,NA,NS,respiratory and ocular discharge,death,pet,human,NS,euthanasia,Delegate of United States of America,NA
FUR_149057_13,WAHIS,FUR_149057,https://wahis.woah.org/#/in-review/3449?reportId=149057&fromPage=event-dashboard-url,NA,NA,NA,tiger,Panthera tigris,tiger,Panthera tigris,tiger,Panthera tigris,Felidae,NS,2,NS,NS,0,NS,NS,USA,United States,Texas,NS,NA,2021-03-15,2021-03-22,2021-03-22,new,NA,PCR,NS,gene sequencing,NS,NA,NA,NA,NA,NA,NA,NS,NS,NS,zoo,NS,NA,NS,Delegate of United States of America,NA
FUR_149057_14,WAHIS,FUR_149057,https://wahis.woah.org/#/in-review/3449?reportId=149057&fromPage=event-dashboard-url,NA,NA,NA,domestic dog,Canis lupus familiaris,dog,Canis lupus familiaris,dog,Canis lupus,Canidae,group,2,NS,NS,0,NS,NS,USA,United States,Arkansas,NS,NA,2021-03-17,2021-03-22,2021-03-22,living together,FUR_149057_8,virus neutralisation test,NS,NA,NA,NA,NA,NA,NA,NA,NA,confirmed human case,subclinical,NS,pet,human,NA,NS,Delegate of United States of America,NA
20210323.8262789_1,ProMED,20210323.8262789,https://promedmail.org/promed-post/?id=8262789,WAHIS,IN_149140,https://wahis.woah.org/#/in-review/3608?reportId=149140&fromPage=event-dashboard-url,dog,NS,dog,Canis lupus familiaris,dog,Canis lupus,Canidae,group,2,2,2,0,NS,NS,ARG,Argentina,Santiago del Estero,NS,NA,2021-02-10,2021-03-18,2021-03-23,new,NA,PCR,NS,NA,NA,NA,NA,NA,NA,NA,NA,confirmed human case,subclinical,NS,pet,human,NA,isolation,WAHIS,https://wahis.woah.org/#/in-review/3608?reportId=149140&fromPage=event-dashboard-url
20210323.8262789_2,ProMED,20210323.8262789,https://promedmail.org/promed-post/?id=8262789,WAHIS,IN_149140,https://wahis.woah.org/#/in-review/3608?reportId=149140&fromPage=event-dashboard-url,cat,NS,domestic cat,Felis catus,cat,Felis catus,Felidae,animal,1,1,1,0,NS,NS,ARG,Argentina,Santiago del Estero,NS,NA,2021-02-10,2021-03-18,2021-03-23,living together,20210323.8262789_1,PCR,NS,NA,NA,NA,NA,NA,NA,NA,NA,confirmed human case,subclinical,NS,pet,human,NA,isolation,WAHIS,https://wahis.woah.org/#/in-review/3608?reportId=149140&fromPage=event-dashboard-url
20210323.8262789_3,ProMED,20210323.8262789,https://promedmail.org/promed-post/?id=8262789,WAHIS,IN_149140,https://wahis.woah.org/#/in-review/3608?reportId=149140&fromPage=event-dashboard-url,dog,NS,dog,Canis lupus familiaris,dog,Canis lupus,Canidae,animal,1,1,1,0,NS,NS,ARG,Argentina,Santiago Del Estero,NS,household1,2021-02-10,2021-03-18,2021-03-23,new,NA,PCR,NS,NA,NA,NA,NA,NA,NA,NA,NA,confirmed human case,subclinical,NS,pet,human,NA,isolation,WAHIS,https://wahis.woah.org/#/in-review/3608?reportId=149140&fromPage=event-dashboard-url
20210323.8262789_4,ProMED,20210323.8262789,https://promedmail.org/promed-post/?id=8262789,WAHIS,IN_149140,https://wahis.woah.org/#/in-review/3608?reportId=149140&fromPage=event-dashboard-url,dog,NS,dog,Canis lupus familiaris,dog,Canis lupus,Canidae,animal,1,1,1,0,NS,NS,ARG,Argentina,Santiago Del Estero,NS,household2,2021-02-10,2021-03-18,2021-03-23,new,NA,PCR,NS,NA,NA,NA,NA,NA,NA,NA,NA,confirmed human case,subclinical,NS,pet,human,NA,isolation,WAHIS,https://wahis.woah.org/#/in-review/3608?reportId=149140&fromPage=event-dashboard-url
20210323.8262789_5,ProMED,20210323.8262789,https://promedmail.org/promed-post/?id=8262789,WAHIS,IN_149140,https://wahis.woah.org/#/in-review/3608?reportId=149140&fromPage=event-dashboard-url,cat,NS,domestic cat,Felis catus,cat,Felis catus,Felidae,animal,1,14,8,0,NS,NS,ARG,Argentina,Santiago Del Estero,NS,NA,2021-02-10,2021-03-18,2021-03-23,new,NA,PCR,swab (unspecified),NA,NA,NA,NA,NA,NA,NA,NA,confirmed human case,symptoms in nursed kittens,NS,pet,human,NA,isolation,WAHIS,https://wahis.woah.org/#/in-review/3608?reportId=149140&fromPage=event-dashboard-url
20210323.8262789_6,ProMED,20210323.8262789,https://promedmail.org/promed-post/?id=8262789,WAHIS,IN_149171,https://wahis.woah.org/#/in-review/3613?reportId=149171&fromPage=event-dashboard-url,cat,NS,domestic cat,Felis catus,cat,Felis catus,Felidae,animal,1,1,1,0,NS,NS,ITA,Italy,Piedmont,Novara,NA,2021-03-07,2021-03-19,2021-03-23,new,NA,PCR,NS,gene sequencing,NS,NA,NA,NA,NA,NA,NA,NS,respiratory,improved condition,pet,human,B.1.1.7,movement control,WAHIS,https://wahis.woah.org/#/in-review/3613?reportId=149171&fromPage=event-dashboard-url
IN_149280_1,WAHIS,IN_149280,https://wahis.woah.org/#/in-review/3624?reportId=149280&fromPage=event-dashboard-url,NA,NA,NA,American mink,NS,American mink,Neogale vison,American mink,Neogale vison,Mustelidae,farm,2,6554,NS,0,NS,NS,ESP,Spain,Galicia,Santiago de Compostela,farm1,2021-03-15,2021-03-26,2021-03-26,updated by,FUR_154517_1,PCR,NS,NA,NA,NA,NA,NA,NA,NA,NA,surveillance/monitoring,subclinical,NS,farm,NS,NA,isolation,Delegate of Spain,NA
FUR_149289_1,WAHIS,FUR_149289,https://wahis.woah.org/#/in-review/3350?reportId=149289&fromPage=event-dashboard-url,NA,NA,NA,domestic cat,Felis catus,domestic cat,Felis catus,cat,Felis catus,Felidae,animal,1,3,NS,0,NS,NS,BRA,Brazil,Rio Grande do Sul,Caxias do Sul,NA,2021-03-05,2021-03-26,2021-03-26,new,NA,PCR,NS,NA,NA,NA,NA,NA,NA,NA,NA,symptoms,observed symptoms not specified,NS,pet,human,NA,isolation,Delegate of Brazil,NA
FUR_149289_2,WAHIS,FUR_149289,https://wahis.woah.org/#/in-review/3350?reportId=149289&fromPage=event-dashboard-url,NA,NA,NA,domestic cat,Felis catus,domestic cat,Felis catus,cat,Felis catus,Felidae,animal,1,1,1,0,NS,NS,BRA,Brazil,Rio de Janeiro,Rio de Janeiro,household1,2021-01-28,2021-03-26,2021-03-26,new,NA,PCR,NS,NA,NA,NA,NA,NA,NA,NA,NA,confirmed human case,subclinical,NS,pet,human,NA,isolation,Delegate of Brazil,NA
FUR_149289_3,WAHIS,FUR_149289,https://wahis.woah.org/#/in-review/3350?reportId=149289&fromPage=event-dashboard-url,NA,NA,NA,domestic cat,Felis catus,domestic cat,Felis catus,cat,Felis catus,Felidae,animal,1,1,1,0,NS,NS,BRA,Brazil,Rio de Janeiro,Rio de Janeiro,household2,2021-01-28,2021-03-26,2021-03-26,new,NA,PCR,NS,NA,NA,NA,NA,NA,NA,NA,NA,confirmed human case,subclinical,NS,pet,human,NA,isolation,Delegate of Brazil,NA
FUR_149289_4,WAHIS,FUR_149289,https://wahis.woah.org/#/in-review/3350?reportId=149289&fromPage=event-dashboard-url,NA,NA,NA,domestic cat,Felis catus,domestic cat,Felis catus,cat,Felis catus,Felidae,animal,1,1,1,0,NS,NS,BRA,Brazil,São Paulo,São Paulo,NA,NS,2021-03-26,2021-03-26,new,NA,PCR,NS,NA,NA,NA,NA,NA,NA,NA,NA,NS,subclinical,NS,pet,NS,NA,isolation,Delegate of Brazil,NA
FUR_149289_5,WAHIS,FUR_149289,https://wahis.woah.org/#/in-review/3350?reportId=149289&fromPage=event-dashboard-url,NA,NA,NA,domestic dog,Canis lupus familiaris,dog,Canis lupus familiaris,dog,Canis lupus,Canidae,animal,1,2,NS,0,NS,NS,BRA,Brazil,Minas Gerais,Belo Horizonte,NA,NS,2021-03-26,2021-03-26,new,NA,PCR,NS,NA,NA,NA,NA,NA,NA,NA,NA,NS,subclinical,NS,pet,NS,NA,isolation,Delegate of Brazil,NA
FUR_149289_6,WAHIS,FUR_149289,https://wahis.woah.org/#/in-review/3350?reportId=149289&fromPage=event-dashboard-url,NA,NA,NA,domestic dog,Canis lupus familiaris,dog,Canis lupus familiaris,dog,Canis lupus,Canidae,animal,1,1,1,0,NS,NS,BRA,Brazil,Rio de Janeiro,Rio de Janeiro,NA,2021-01-28,2021-03-26,2021-03-26,new,NA,PCR,NS,NA,NA,NA,NA,NA,NA,NA,NA,confirmed human case,subclinical,NS,pet,human,NA,isolation,Delegate of Brazil,NA
FUR_149289_7,WAHIS,FUR_149289,https://wahis.woah.org/#/in-review/3350?reportId=149289&fromPage=event-dashboard-url,NA,NA,NA,domestic cat,Felis catus,domestic cat,Felis catus,cat,Felis catus,Felidae,animal,1,2,NS,0,NS,NS,BRA,Brazil,Rio de Janeiro,Rio de Janeiro,NA,2021-01-28,2021-03-26,2021-03-26,living together,FUR_149289_6,PCR,NS,NA,NA,NA,NA,NA,NA,NA,NA,confirmed human case,subclinical,NS,pet,human,NA,isolation,Delegate of Brazil,NA
FUR_149289_8,WAHIS,FUR_149289,https://wahis.woah.org/#/in-review/3350?reportId=149289&fromPage=event-dashboard-url,NA,NA,NA,domestic dog,Canis lupus familiaris,dog,Canis lupus familiaris,dog,Canis lupus,Canidae,animal,1,2,NS,0,NS,NS,BRA,Brazil,Rio de Janeiro,Rio de Janeiro,NA,2021-01-28,2021-03-26,2021-03-26,new,NA,PCR,NS,NA,NA,NA,NA,NA,NA,NA,NA,confirmed human case,subclinical,NS,pet,human,NA,isolation,Delegate of Brazil,NA
FUR_149289_9,WAHIS,FUR_149289,https://wahis.woah.org/#/in-review/3350?reportId=149289&fromPage=event-dashboard-url,NA,NA,NA,domestic cat,Felis catus,domestic cat,Felis catus,cat,Felis catus,Felidae,animal,1,5,NS,0,NS,NS,BRA,Brazil,Rio de Janeiro,Rio de Janeiro,NA,2021-01-28,2021-03-26,2021-03-26,living together,FUR_149289_8,PCR,NS,NA,NA,NA,NA,NA,NA,NA,NA,confirmed human case,subclinical,NS,pet,human,NA,isolation,Delegate of Brazil,NA
FUR_149289_10,WAHIS,FUR_149289,https://wahis.woah.org/#/in-review/3350?reportId=149289&fromPage=event-dashboard-url,NA,NA,NA,domestic cat,Felis catus,domestic cat,Felis catus,cat,Felis catus,Felidae,animal,1,3,NS,0,NS,NS,BRA,Brazil,Mato Grosso do Sul,Campo Grande,NA,NS,2021-03-26,2021-03-26,new,NA,PCR,NS,NA,NA,NA,NA,NA,NA,NA,NA,NS,subclinical,NS,pet,NS,NA,isolation,Delegate of Brazil,NA
FUR_149289_11,WAHIS,FUR_149289,https://wahis.woah.org/#/in-review/3350?reportId=149289&fromPage=event-dashboard-url,NA,NA,NA,domestic dog,Canis lupus familiaris,dog,Canis lupus familiaris,dog,Canis lupus,Canidae,animal,1,1,1,0,NS,NS,BRA,Brazil,Rio de Janeiro,Rio de Janeiro,household1,2021-01-28,2021-03-26,2021-03-26,new,NA,PCR,NS,NA,NA,NA,NA,NA,NA,NA,NA,confirmed human case,subclinical,NS,pet,human,NA,isolation,Delegate of Brazil,NA
FUR_149289_12,WAHIS,FUR_149289,https://wahis.woah.org/#/in-review/3350?reportId=149289&fromPage=event-dashboard-url,NA,NA,NA,domestic dog,Canis lupus familiaris,dog,Canis lupus familiaris,dog,Canis lupus,Canidae,animal,1,1,1,0,NS,NS,BRA,Brazil,Rio de Janeiro,Rio de Janeiro,household2,2021-01-28,2021-03-26,2021-03-26,new,NA,PCR,NS,NA,NA,NA,NA,NA,NA,NA,NA,confirmed human case,subclinical,NS,pet,human,NA,isolation,Delegate of Brazil,NA
FUR_149289_13,WAHIS,FUR_149289,https://wahis.woah.org/#/in-review/3350?reportId=149289&fromPage=event-dashboard-url,NA,NA,NA,domestic dog,Canis lupus familiaris,dog,Canis lupus familiaris,dog,Canis lupus,Canidae,animal,1,1,1,0,NS,NS,BRA,Brazil,Rio de Janeiro,Rio de Janeiro,household3,2021-01-28,2021-03-26,2021-03-26,new,NA,PCR,NS,NA,NA,NA,NA,NA,NA,NA,NA,confirmed human case,subclinical,NS,pet,human,NA,isolation,Delegate of Brazil,NA
FUR_149289_14,WAHIS,FUR_149289,https://wahis.woah.org/#/in-review/3350?reportId=149289&fromPage=event-dashboard-url,NA,NA,NA,domestic dog,Canis lupus familiaris,dog,Canis lupus familiaris,dog,Canis lupus,Canidae,group,2,2,2,0,NS,NS,BRA,Brazil,Rio de Janeiro,Rio de Janeiro,NA,2021-01-28,2021-03-26,2021-03-26,new,NA,PCR,NS,NA,NA,NA,NA,NA,NA,NA,NA,confirmed human case,subclinical,NS,pet,human,NA,isolation,Delegate of Brazil,NA
FUR_149289_15,WAHIS,FUR_149289,https://wahis.woah.org/#/in-review/3350?reportId=149289&fromPage=event-dashboard-url,NA,NA,NA,domestic dog,Canis lupus familiaris,dog,Canis lupus familiaris,dog,Canis lupus,Canidae,animal,1,2,NS,0,NS,NS,BRA,Brazil,Rio de Janeiro,Rio de Janeiro,household1,2021-01-28,2021-03-26,2021-03-26,new,NA,PCR,NS,NA,NA,NA,NA,NA,NA,NA,NA,confirmed human case,subclinical,NS,pet,human,NA,isolation,Delegate of Brazil,NA
FUR_149289_16,WAHIS,FUR_149289,https://wahis.woah.org/#/in-review/3350?reportId=149289&fromPage=event-dashboard-url,NA,NA,NA,domestic dog,Canis lupus familiaris,dog,Canis lupus familiaris,dog,Canis lupus,Canidae,animal,1,2,NS,0,NS,NS,BRA,Brazil,Rio de Janeiro,Rio de Janeiro,household2,2021-01-28,2021-03-26,2021-03-26,new,NA,PCR,NS,NA,NA,NA,NA,NA,NA,NA,NA,confirmed human case,subclinical,NS,pet,human,NA,isolation,Delegate of Brazil,NA
FUR_149289_17,WAHIS,FUR_149289,https://wahis.woah.org/#/in-review/3350?reportId=149289&fromPage=event-dashboard-url,NA,NA,NA,domestic dog,Canis lupus familiaris,dog,Canis lupus familiaris,dog,Canis lupus,Canidae,animal,1,3,NS,0,NS,NS,BRA,Brazil,Mato Grosso do Sul,Campo Grande,NA,NS,2021-03-26,2021-03-26,new,NA,PCR,NS,NA,NA,NA,NA,NA,NA,NA,NA,NS,subclinical,NS,pet,NS,NA,isolation,Delegate of Brazil,NA
FUR_149289_18,WAHIS,FUR_149289,https://wahis.woah.org/#/in-review/3350?reportId=149289&fromPage=event-dashboard-url,NA,NA,NA,domestic cat,Felis catus,domestic cat,Felis catus,cat,Felis catus,Felidae,animal,1,2,NS,0,NS,NS,BRA,Brazil,Mato Grosso do Sul,Campo Grande,NA,NS,2021-03-26,2021-03-26,new,NA,PCR,NS,NA,NA,NA,NA,NA,NA,NA,NA,NS,subclinical,NS,pet,NS,NA,isolation,Delegate of Brazil,NA
FUR_149289_19,WAHIS,FUR_149289,https://wahis.woah.org/#/in-review/3350?reportId=149289&fromPage=event-dashboard-url,NA,NA,NA,domestic dog,Canis lupus familiaris,dog,Canis lupus familiaris,dog,Canis lupus,Canidae,animal,1,2,NS,0,NS,NS,BRA,Brazil,Mato Grosso do Sul,Campo Grande,household1,NS,2021-03-26,2021-03-26,new,NA,PCR,NS,NA,NA,NA,NA,NA,NA,NA,NA,NS,subclinical,NS,pet,NS,NA,isolation,Delegate of Brazil,NA
FUR_149289_20,WAHIS,FUR_149289,https://wahis.woah.org/#/in-review/3350?reportId=149289&fromPage=event-dashboard-url,NA,NA,NA,domestic dog,Canis lupus familiaris,dog,Canis lupus familiaris,dog,Canis lupus,Canidae,animal,1,2,NS,0,NS,NS,BRA,Brazil,Mato Grosso do Sul,Campo Grande,household2,NS,2021-03-26,2021-03-26,new,NA,PCR,NS,NA,NA,NA,NA,NA,NA,NA,NA,NS,subclinical,NS,pet,NS,NA,isolation,Delegate of Brazil,NA
FUR_149311_1,WAHIS,FUR_149311,https://wahis.woah.org/#/in-review/3310?reportId=149311&fromPage=event-dashboard-url,NA,NA,NA,cat,NS,domestic cat,Felis catus,cat,Felis catus,Felidae,group,3,3,3,0,NS,NS,JPN,Japan,Tokyo,Tokyo,NA,2021-01-13,2021-03-31,2021-03-31,new,NA,PCR,nasal swab,PCR,throat swab,NA,NA,NA,NA,NA,NA,confirmed human case,subclinical,negative test,pet,human,NA,isolation,Delegate of Japan,NA
FUR_149341_1,WAHIS,FUR_149341,https://wahis.woah.org/#/in-review/3553?reportId=149341&fromPage=event-dashboard-url,NA,NA,NA,cat,NS,domestic cat,Felis catus,cat,Felis catus,Felidae,animal,1,1,1,0,NS,NS,LVA,Latvia,Jelgava,NS,NA,2021-03-12,2021-03-31,2021-03-31,new,NA,PCR,NS,NA,NA,NA,NA,NA,NA,NA,NA,confirmed human case,subclinical,NS,pet,human,NA,NS,Delegate of Latvia,NA
FUR_149341_2,WAHIS,FUR_149341,https://wahis.woah.org/#/in-review/3553?reportId=149341&fromPage=event-dashboard-url,NA,NA,NA,cat,NS,domestic cat,Felis catus,cat,Felis catus,Felidae,animal,1,2,2,0,NS,NS,LVA,Latvia,Tukums,NS,NA,2021-03-12,2021-03-31,2021-03-31,new,NA,PCR,NS,NA,NA,NA,NA,NA,NA,NA,NA,confirmed human case,subclinical,NS,pet,human,NA,NS,Delegate of Latvia,NA
FUR_149362_1,WAHIS,FUR_149362,https://wahis.woah.org/#/in-review/3420?reportId=149362&fromPage=event-dashboard-url,NA,NA,NA,American mink,Neovison vison,American mink,Neogale vison,American mink,Neogale vison,Mustelidae,farm,3,7600,4,4,NS,NS,LTU,Lithuania,Šiauliai County,Bruziu,farm1,2021-03-31,2021-03-31,2021-03-31,updated by,FUR_154292_3,PCR,NS,NA,NA,NA,NA,NA,NA,NA,NA,confirmed human case,observed symptoms not specified,death,farm,human,NA,selective culling,Delegate of Lithuania,NA
FUR_149362_2,WAHIS,FUR_149362,https://wahis.woah.org/#/in-review/3420?reportId=149362&fromPage=event-dashboard-url,NA,NA,NA,American mink,Neovison vison,American mink,Neogale vison,American mink,Neogale vison,Mustelidae,farm,4,11933,5,5,NS,NS,LTU,Lithuania,Alytus,Kukliu,farm1,2021-03-30,2021-03-31,2021-03-31,updated by,FUR_154292_4,PCR,NS,NA,NA,NA,NA,NA,NA,NA,NA,surveillance/monitoring,observed symptoms not specified,death,farm,NS,NA,selective culling,Delegate of Lithuania,NA
FUR_149533_1,WAHIS,FUR_149533,https://wahis.woah.org/#/in-review/3449?reportId=149533&fromPage=event-dashboard-url,NA,NA,NA,lion,Panthera leo,lion,Panthera leo,lion,Panthera leo,Felidae,animal,1,6,1,0,NS,NS,USA,United States,Pennsylvania,NS,NA,2021-04-13,2021-04-16,2021-04-16,updated by,FUR_150465_1,PCR,NS,gene sequencing,NS,NA,NA,NA,NA,NA,NA,symptoms,respiratory and gastrointestinal,improved condition,zoo,NS,NS,isolation,Delegate of the United States,NA
FUR_149533_2,WAHIS,FUR_149533,https://wahis.woah.org/#/in-review/3449?reportId=149533&fromPage=event-dashboard-url,NA,NA,NA,domestic cat,NS,domestic cat,Felis catus,cat,Felis catus,Felidae,group,2,3,NS,0,NS,NS,USA,United States,Tennessee,NS,NA,NS,2021-04-16,2021-04-16,living together,FUR_37755_2,virus neutralisation test,NS,NA,NA,NA,NA,NA,NA,NA,NA,confirmed animal case,NS,NS,pet,animal,NA,NS,Delegate of the United States,NA
FUR_149533_3,WAHIS,FUR_149533,https://wahis.woah.org/#/in-review/3449?reportId=149533&fromPage=event-dashboard-url,NA,NA,NA,domestic dog,NS,dog,Canis lupus familiaris,dog,Canis lupus,Canidae,animal,1,NS,NS,0,NS,NS,USA,United States,Idaho,NS,NA,NS,2021-04-16,2021-04-16,new,NA,virus neutralisation test,NS,NA,NA,NA,NA,NA,NA,NA,NA,NS,NS,NS,pet,NS,NA,NS,Delegate of the United States,NA
FUR_149533_4,WAHIS,FUR_149533,https://wahis.woah.org/#/in-review/3449?reportId=149533&fromPage=event-dashboard-url,NA,NA,NA,domestic dog,NS,dog,Canis lupus familiaris,dog,Canis lupus,Canidae,animal,1,NS,NS,0,NS,NS,USA,United States,Montana,NS,NA,NS,2021-04-16,2021-04-16,new,NA,virus neutralisation test,NS,NA,NA,NA,NA,NA,NA,NA,NA,NS,NS,NS,pet,NS,NA,NS,Delegate of the United States,NA
FUR_149533_5,WAHIS,FUR_149533,https://wahis.woah.org/#/in-review/3449?reportId=149533&fromPage=event-dashboard-url,NA,NA,NA,domestic cat,NS,domestic cat,Felis catus,cat,Felis catus,Felidae,NS,4,NS,NS,0,NS,NS,USA,United States,Texas,NS,NA,NS,2021-04-16,2021-04-16,new,NA,virus neutralisation test,NS,NA,NA,NA,NA,NA,NA,NA,NA,NS,NS,NS,pet,NS,NA,NS,Delegate of the United States,NA
FUR_149533_6,WAHIS,FUR_149533,https://wahis.woah.org/#/in-review/3449?reportId=149533&fromPage=event-dashboard-url,NA,NA,NA,domestic dog,NS,dog,Canis lupus familiaris,dog,Canis lupus,Canidae,NS,11,NS,NS,0,NS,NS,USA,United States,Texas,NS,NA,NS,2021-04-16,2021-04-16,new,NA,virus neutralisation test,NS,NA,NA,NA,NA,NA,NA,NA,NA,NS,NS,NS,pet,NS,NA,NS,Delegate of the United States,NA
20210419.8314796_1,ProMED,20210419.8314796,https://promedmail.org/promed-post/?id=8314796,WAHIS,IN_149744,https://wahis.woah.org/#/in-review/3687?reportId=149744&fromPage=event-dashboard-url,mink,NS,American mink,Neogale vison,American mink,Neogale vison,Mustelidae,farm,9,64000,10,10,NS,f,LVA,Latvia,Bauska,Lecava,farm1,2021-04-10,2021-04-30,2021-04-19,new,NA,PCR,NS,NA,NA,NA,NA,NA,NA,NA,NA,surveillance/monitoring,subclinical,death,farm,NS,NA,movement control,WAHIS,https://wahis.woah.org/#/in-review/3687?reportId=149744&fromPage=event-dashboard-url
20210420.8317717_1,ProMED,20210420.8317717,https://promedmail.org/promed-post/?id=8317717,WAHIS,FUR_149698,https://wahis.woah.org/#/in-review/3449?reportId=149698&fromPage=event-dashboard-url,Asian small-clawed otter,Aonyx cinereus,Asian small-clawed otter,Aonyx cinereus,Asian small-clawed otter,Aonyx cinereus,Mustelidae,group,4,7,5,0,NS,NS,USA,United States,Georgia,Atlanta,NA,2021-04-21,2021-04-28,2021-04-20,updated by,FUR_149997_3,PCR,NS,gene sequencing,NS,NA,NA,NA,NA,NA,NA,symptoms,respiratory,improved condition,zoo,NS,NS,isolation,Fox 5 Atlanta,https://www.fox5atlanta.com/news/georgia-aquarium-otters-test-positive-for-sars-cov-2-officials-say
20210422.8322984_1,ProMED,20210422.8322984,https://promedmail.org/promed-post/?id=8322984,WAHIS,IN_149562,https://wahis.woah.org/#/in-review/3664?reportId=149562&fromPage=event-dashboard-url,mink,NS,American mink,Neogale vison,American mink,Neogale vison,Mustelidae,farm,20,3379,NS,0,NS,NS,ITA,Italy,Veneto,Villa del conte,farm1,2021-04-06,2021-04-22,2021-04-22,new,NA,virus neutralisation test,serum,NA,NA,NA,NA,NA,NA,NA,NA,surveillance/monitoring,subclinical,NS,farm,human,NA,movement control,WAHIS,https://wahis.woah.org/#/in-review/3664?reportId=149562&fromPage=event-dashboard-url
FUR_149698_1,WAHIS,FUR_149698,https://wahis.woah.org/#/in-review/3449?reportId=149698&fromPage=event-dashboard-url,NA,NA,NA,Malayan tiger,Panthera tigris,Malayan tiger,Panthera tigris jacksoni,tiger,Panthera tigris,Felidae,group,3,3,3,0,NS,NS,USA,United States,Virginia,NS,NA,2021-04-19,2021-04-28,2021-04-28,new,NA,PCR,NS,gene sequencing,NS,NA,NA,NA,NA,NA,NA,symptoms,respiratory,recovery,zoo,NS,NS,isolation,Delegate of the United States,NA
FUR_149698_2,WAHIS,FUR_149698,https://wahis.woah.org/#/in-review/3449?reportId=149698&fromPage=event-dashboard-url,NA,NA,NA,domestic dog,NS,dog,Canis lupus familiaris,dog,Canis lupus,Canidae,NS,2,NS,NS,0,NS,NS,USA,United States,Washington,NS,NA,NS,2021-04-28,2021-04-28,new,NA,virus neutralisation test,NS,NA,NA,NA,NA,NA,NA,NA,NA,NS,NS,NS,pet,NS,NA,NS,Delegate of the United States,NA
FUR_149698_3,WAHIS,FUR_149698,https://wahis.woah.org/#/in-review/3449?reportId=149698&fromPage=event-dashboard-url,NA,NA,NA,domestic cat,NS,domestic cat,Felis catus,cat,Felis catus,Felidae,survey group,7,NS,NS,0,NS,NS,USA,United States,Texas,NS,NA,2021-04-15,2021-04-28,2021-04-28,new,NA,virus neutralisation test,NS,NA,NA,NA,NA,NA,NA,NA,NA,surveillance/monitoring,NS,NS,pet,NS,NA,NS,Delegate of the United States,NA
FUR_149698_4,WAHIS,FUR_149698,https://wahis.woah.org/#/in-review/3449?reportId=149698&fromPage=event-dashboard-url,NA,NA,NA,domestic dog,NS,dog,Canis lupus familiaris,dog,Canis lupus,Canidae,survey group,12,NS,NS,0,NS,NS,USA,United States,Texas,NS,NA,NS,2021-04-28,2021-04-28,new,NA,virus neutralisation test,NS,NA,NA,NA,NA,NA,NA,NA,NA,surveillance/monitoring,NS,NS,pet,NS,NA,NS,Delegate of the United States,NA
20210429.8336058_1,ProMED,20210429.8336058,https://promedmail.org/promed-post/?id=8336058,WAHIS,IN_149709,https://wahis.woah.org/#/in-review/3683?reportId=149709&fromPage=event-dashboard-url,dog,NS,dog,Canis lupus familiaris,dog,Canis lupus,Canidae,survey group,2,NS,NS,0,NS,NS,HRV,Croatia,Split-Dalmatia,Split,NA,2021-04-23,2021-04-28,2021-04-29,new,NA,PCR,NS,NA,NA,NA,NA,NA,NA,NA,NA,confirmed human case,subclinical,NS,pet,human,NA,NS,WAHIS,https://wahis.woah.org/#/in-review/3683?reportId=149709&fromPage=event-dashboard-url
